UserId,SessionId,ItemId,Category,English,Bulgarian,Chosen,Correct,ResponseTimeSec,AttemptNumber,QuestionType,Timestamp
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,bef198f9744a,Shopping and Dining,"Can I have the menu, please?","Може ли менюто, моля?","Може ли менюто, моля?",TRUE,53.1,1,MCQ,2025-11-23T13:25:20.101481
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,221c27eda144,Alphabet,r,Р,Р,TRUE,65.31,1,MCQ,2025-11-23T13:25:32.309591
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,2cad31e71ca2,Shopping and Dining,"No meat, please.","Без месо, моля.","Без месо, моля.",TRUE,77.25,1,MCQ,2025-11-23T13:25:44.252052
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,e457d77fa2eb,Inimacy,Let's be close.,Нека да бъдем близки.,Нека да бъдем близки.,TRUE,11.46,1,MCQ,2025-11-23T13:27:27.434188
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,24e13186928f,Nature,sky,небе,небе,TRUE,25.45,1,MCQ,2025-11-23T13:27:41.434080
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,81d2ccf5edc7,Common Questions,When?,Кога?,Кога?,TRUE,38.89,1,MCQ,2025-11-23T13:27:54.874050
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,365f1509a9cb,Fruits and Vegetables,The lemon is sour.,Лимонът е кисел.,Лимонът е кисел.,TRUE,52.64,1,MCQ,2025-11-23T13:28:08.622783
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,9ceacd91f66b,Colours,White house,Бяла къща,Бяла къща,TRUE,64.21,1,MCQ,2025-11-23T13:28:20.191422
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,74c6f3cb0291,Shopping and Dining,Is it free?,Безплатно ли е?,Безплатно ли е?,TRUE,91.8,1,MCQ,2025-11-23T13:28:47.784524
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,f55798d736d2,Phrases,My name is...,Казвам се...,Казвам се...,TRUE,100.58,1,MCQ,2025-11-23T13:28:56.571475
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,b89f512c4d1e,Daily Routine,I get dressed.,Обличам се.,дъщеря,FALSE,121.16,1,MCQ,2025-11-23T13:29:17.147804
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,a6b935bd631b,Music,I need to tune my guitar.,Трябва да настроя китарата си.,Трябва да настроя китарата си.,TRUE,203.25,1,MCQ,2025-11-23T13:30:39.235921
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,519b4bfb042f,Nature,sun,слънце,слънце,TRUE,213.49,1,MCQ,2025-11-23T13:30:49.481330
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,510e97d3d080,Directions,Can you tell me where ... is?,Можете ли да ми кажете къде е...?,Можете ли да ми кажете къде е...?,TRUE,228.98,1,MCQ,2025-11-23T13:31:04.969512
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,45b9083e3589,Buying property convo,What type of property are you interested in?,Какъв тип жилище ви интересува?,Какъв тип жилище ви интересува?,TRUE,248.68,1,MCQ,2025-11-23T13:31:24.677299
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,11d7c7d8b201,Food & Drinks,I am hungry. (m.),Аз съм гладен.,Аз съм гладен.,TRUE,262.35,1,MCQ,2025-11-23T13:31:38.342637
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,09a2de191f4e,Technology,screen,екран,екран,TRUE,281.76,1,MCQ,2025-11-23T13:31:57.753752
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,5700059ee44d,Music,What's the best concert you've been to?,"Кой е най-добрият концерт, на който си бил?","Кой е най-добрият концерт, на който си бил?",TRUE,297.88,1,MCQ,2025-11-23T13:32:13.872958
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,3d3fc0bdaa88,Food & Drinks,Breakfast,Закуска,Закуска,TRUE,309.46,1,MCQ,2025-11-23T13:32:25.453640
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,e6afb4738220,Time & Dates,Today,Днес,Днес,TRUE,321.38,1,MCQ,2025-11-23T13:32:37.379115
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,68f7a45d4176,Shopping and Dining,Do you have anything vegetarian?,Имате ли нещо вегетарианско?,Имате ли нещо вегетарианско?,TRUE,335.38,1,MCQ,2025-11-23T13:32:51.384190
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,591400a4e349,Fruits and Vegetables,Like two drops of water (identical).,Като две капки вода.,Като две капки вода.,TRUE,366.29,1,MCQ,2025-11-23T13:33:22.292924
local_user,a9761ceb-0cae-4f44-8ecb-a91ef5ac73af,cb1ad5a3cdb4,Greetings & Basics,You're welcome. / Please.,Моля.,Моля.,TRUE,384.22,1,MCQ,2025-11-23T13:33:40.223959
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,f59ce41dbedf,Practical Needs,Hurry up! (inf.),Бързай!,Бързай!,TRUE,52.01,1,MCQ,2025-11-26T14:23:17.602822
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,04eb45d60d7f,Pronouns,him,него,езеро,FALSE,83.61,1,MCQ,2025-11-26T14:23:49.206731
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,d6e3acb3fc36,Colours,Let’s add some colour (make it lively).,Да сложим малко цвят.,Да сложим малко цвят.,TRUE,95.89,1,MCQ,2025-11-26T14:24:01.488343
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,41cbc48380da,Adverbs,never,никога,никога,TRUE,115.33,1,MCQ,2025-11-26T14:24:20.927501
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,df322c3a68d5,Expressions & Feelings,I don't like it.,Не ми харесва.,Не ми харесва.,TRUE,143.91,1,MCQ,2025-11-26T14:24:49.516925
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,bc24a5cd6395,Inimacy,Stay with me.,Остани с мен.,Остани с мен.,TRUE,164.45,1,MCQ,2025-11-26T14:25:10.060810
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,96c33b1b7722,Vocabulary,warm,топъл,топъл,TRUE,185.85,1,MCQ,2025-11-26T14:25:31.489473
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,0476dc717584,Weather,rainy,дъждовно,дъждовно,TRUE,199.87,1,MCQ,2025-11-26T14:25:45.487264
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,c5bd10029f56,Verbs,to come,идвам,идвам,TRUE,213.06,1,MCQ,2025-11-26T14:25:58.676200
local_user,824db61c-252e-49f4-ace1-e8d2befa7cfd,5d20b4866684,Sports,He has scored eight goals so far.,Вкара осем гола досега.,Вкара осем гола досега.,TRUE,233.23,1,MCQ,2025-11-26T14:26:18.847854
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,6b56ae578758,Nature,ocean,океан,океан,True,10.01,1,MCQ,2025-11-26T15:45:28.751732
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,f9143bb344ab,Numbers,nine,девет,девет,True,20.52,1,MCQ,2025-11-26T15:45:39.271867
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,e77e87109a92,Music,Do you want to form a band?,Искаш ли да формираме група?,Музиката наистина успокоява.,False,43.04,1,MCQ,2025-11-26T15:46:01.790911
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,f6ed181452a1,Buying property convo,Can we see them?,Може ли да ги видим?,Може ли да ги видим?,True,59.1,1,MCQ,2025-11-26T15:46:17.855115
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,15eac2f02d57,Articles,a/one,една,една,True,67.79,1,MCQ,2025-11-26T15:46:26.540850
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,59975b4c93f8,Colours,Grey cloud,Сив облак,Сив облак,True,74.73,1,MCQ,2025-11-26T15:46:33.489607
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,aae7956db639,Travel,reservation,резервация,резервация,True,81.9,1,MCQ,2025-11-26T15:46:40.660259
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,41a3379731c2,Numbers,eight,осем,осем,True,89.08,1,MCQ,2025-11-26T15:46:47.844295
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,45bdb883658c,Food,cucumber,краставица,краставица,True,168.98,1,MCQ,2025-11-26T15:48:07.737740
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,ecc6759cc5e5,Sports,player,играч,играч,True,180.18,1,MCQ,2025-11-26T15:48:18.939679
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,21cf0b45fd2c,Weather,clear,ясен,ясен,True,254.06,1,MCQ,2025-11-26T15:49:32.824409
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,d73c5cc95883,Health,treatment,лечение,лечение,True,264.88,1,MCQ,2025-11-26T15:49:43.643999
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,594133d66829,Time & Dates,Twice a day.,Два пъти на ден.,ушенце,False,278.3,1,MCQ,2025-11-26T15:49:57.067410
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,c5bd10029f56,Verbs,to come,идвам,идвам,True,287.85,1,MCQ,2025-11-26T15:50:06.624212
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,29b0539d5d0d,Colours,I turned black with anger.,Почернях от яд.,Почернях от яд.,True,323.23,1,MCQ,2025-11-26T15:50:42.000879
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,57ec7899395b,Vocabulary,dog,куче,куче,True,330.13,1,MCQ,2025-11-26T15:50:48.912482
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,6e0f4bdb2483,Time & Dates,Every day.,Всеки ден.,Всеки ден.,True,338.8,1,MCQ,2025-11-26T15:50:57.585708
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,6a2cd20e8d1b,Negation,no,не,не,True,346.11,1,MCQ,2025-11-26T15:51:04.897315
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,2908b900a9b9,Body Part,cheek,буза,Защо баницата отишла при психолога? Защото се чувствала твърде нарязана!,False,356.32,1,MCQ,2025-11-26T15:51:15.104207
local_user,7e170912-6df8-45b6-a8b5-87b5439d96e4,07468bf57811,Family,brother,брат,брат,True,365.57,1,MCQ,2025-11-26T15:51:24.364285
local_user,8b6ae0ce-10d8-4b81-b0d5-14dcf4c92934,6092808767e1,Health,flu,грип,грип,True,18.1,1,MCQ,2025-11-26T16:51:53.209457
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,3222709e7880,Practical Needs,Stay here.,Остани тук.,куче,False,54.44,1,MCQ,2025-11-26T16:53:15.002661
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,4606da87a16c,Pronouns,my,моя,моя,True,68.94,1,MCQ,2025-11-26T16:53:29.502643
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,856aff57c2bb,Verb,to answer (complete),отговоря,отговоря,True,10.29,1,MCQ,2025-11-26T16:56:58.251877
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,886b4b13def8,Travel,bus,автобус,автобус,True,18.68,1,MCQ,2025-11-26T16:57:06.641949
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,6cf6ac8e46f5,Food & Drinks,One beer.,Една бира.,Една бира.,True,28.56,1,MCQ,2025-11-26T16:57:16.528766
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,156c04e74179,Fruits and Vegetables,The orange is sweet.,Портокалът е сладък.,Портокалът е сладък.,True,39.85,1,MCQ,2025-11-26T16:57:27.816444
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,3cb706bcb348,Travel,Where are the mineral baths located?,Къде се намират минералните бани?,Къде се намират минералните бани?,True,61.4,1,MCQ,2025-11-26T16:57:49.374976
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,a9add6e29b56,Numbers,seventeen,седемнадесет,седемнадесет,True,69.57,1,MCQ,2025-11-26T16:57:57.547403
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,548b566bfcf3,Alphabet,sht,Щ,Щ,True,79.56,1,MCQ,2025-11-26T16:58:07.541886
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,c4320162e564,Time & Dates,In the morning,Сутринта,Сутринта,True,94.11,1,MCQ,2025-11-26T16:58:22.083626
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,b5d436ab9d35,Music,This melody is very addictive.,Тази мелодия е много пристрастяваща.,Тази мелодия е много пристрастяваща.,True,105.42,1,MCQ,2025-11-26T16:58:33.396462
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,e723e00281c4,Health,I have a fever.,Имам температура.,Имам температура.,True,126.13,1,MCQ,2025-11-26T16:58:54.109143
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,fa7fa5a1b5ee,Verb,to explain,обяснявам,обяснявам,True,141.15,1,MCQ,2025-11-26T16:59:09.131698
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,7db831206e65,Numbers,22,двадесет и две,двадесет и две,True,150.24,1,MCQ,2025-11-26T16:59:18.219519
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,34eb15193d9f,Shopping,expensive,скъп,скъп,True,169.9,1,MCQ,2025-11-26T16:59:37.882772
local_user,2a0fea62-3069-471a-a611-884ebfd1be0b,61b1802a1c13,Time,Thursday,четвъртък,четвъртък,True,182.03,1,MCQ,2025-11-26T16:59:50.019058
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,d3aa1bc2f067,Fruits and Vegetables,I love apples.,Обичам ябълки.,Обичам ябълки.,True,7.29,1,MCQ,2025-11-28T12:41:35.270223
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,3c5c016cd251,Vocabulary,table,маса,маса,True,21.37,1,MCQ,2025-11-28T12:41:49.352341
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,6e1b6291de1d,Shopping and Dining,Do you have gluten-free dishes?,Имате ли безглутенови ястия?,Имате ли безглутенови ястия?,True,39.38,1,MCQ,2025-11-28T12:42:07.359456
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,efc4dcb31d4d,Health,Who is the best specialist?,Кой е най-добрият специалист?,Кой е най-добрият специалист?,True,59.83,1,MCQ,2025-11-28T12:42:27.810400
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,365f1509a9cb,Fruits and Vegetables,The lemon is sour.,Лимонът е кисел.,Лимонът е кисел.,True,75.51,1,MCQ,2025-11-28T12:42:43.487774
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,c0607e98093c,Fruits and Vegetables,The cherries are tasty.,Черешите са вкусни.,Черешите са вкусни.,True,87.31,1,MCQ,2025-11-28T12:42:55.293972
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,c1c7361a0339,Professions,police officer,полицай,полицай,True,97.19,1,MCQ,2025-11-28T12:43:05.173212
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,3b0cc79bf7e8,Social & Small Talk,Where are you from? (inf.),От къде си?,От къде си?,True,106.12,1,MCQ,2025-11-28T12:43:14.106041
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,2cad31e71ca2,Shopping and Dining,"No meat, please.","Без месо, моля.","Без месо, моля.",True,7.55,1,MCQ,2025-11-28T12:45:44.182552
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,29b0539d5d0d,Colours,I turned black with anger.,Почернях от яд.,Почернях от яд.,True,22.08,1,MCQ,2025-11-28T12:45:58.720545
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,24e13186928f,Nature,sky,небе,небе,True,27.69,1,MCQ,2025-11-28T12:46:04.337531
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,21cf0b45fd2c,Weather,clear,ясен,ясен,True,34.41,1,MCQ,2025-11-28T12:46:11.053129
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,11d7c7d8b201,Food & Drinks,I am hungry. (m.),Аз съм гладен.,Аз съм гладен.,True,40.99,1,MCQ,2025-11-28T12:46:17.631730
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,156c04e74179,Fruits and Vegetables,The orange is sweet.,Портокалът е сладък.,Портокалът е сладък.,True,49.97,1,MCQ,2025-11-28T12:46:26.621154
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,e3526bb620e1,Daily Routine,I wake up.,Събуждам се.,Събуждам се.,True,63.63,1,MCQ,2025-11-28T12:46:40.281221
local_user,e3a08539-29dd-47cb-aef4-6ecea02a0135,551ee009eb3f,Psychology convo,That means a lot to me.,Това значи много за мен.,Това значи много за мен.,True,72.81,1,MCQ,2025-11-28T12:46:49.457823
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,04eb45d60d7f,Pronouns,him,него,него,True,5.5,1,MCQ,2025-11-28T12:48:42.350848
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,2908b900a9b9,Body Part,cheek,буза,ръчичка,False,16.58,1,MCQ,2025-11-28T12:48:53.431548
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,3222709e7880,Practical Needs,Stay here.,Остани тук.,Остани тук.,True,25.64,1,MCQ,2025-11-28T12:49:02.500225
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,24d05fb4a6dd,Education,exam/test,изпит,изпит,True,34.12,1,MCQ,2025-11-28T12:49:10.975536
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,594133d66829,Time & Dates,Twice a day.,Два пъти на ден.,Два пъти на ден.,True,42.37,1,MCQ,2025-11-28T12:49:19.226886
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,b89f512c4d1e,Daily Routine,I get dressed.,Обличам се.,Обличам се.,True,54.1,1,MCQ,2025-11-28T12:49:30.961831
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,e77e87109a92,Music,Do you want to form a band?,Искаш ли да формираме група?,Искаш ли да формираме група?,True,63.83,1,MCQ,2025-11-28T12:49:40.692769
local_user,dbeaf516-29f1-490b-a799-f4d84277e453,221c27eda144,Alphabet,r,Р,Р,True,69.29,1,MCQ,2025-11-28T12:49:46.151194
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,f0415f444e36,Alphabet,n,Н,Н,True,14.62,1,MCQ,2025-11-28T13:16:08.112000
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,6123a2db51e3,Plural,children,деца,деца,True,34.13,1,MCQ,2025-11-28T13:16:27.619926
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,567caebca440,Adjectives,old,старо,старо,True,42.62,1,MCQ,2025-11-28T13:16:36.108620
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,a405a7f6b8fe,Nouns,house,къща,къща,True,53.7,1,MCQ,2025-11-28T13:16:47.193752
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,2e224535f163,Emergencies & Health,Where is the pharmacy?,Къде е аптеката?,Къде е аптеката?,True,63.55,1,MCQ,2025-11-28T13:16:57.049394
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,bc357ede86c9,Professions,musician,музикант,музикант,True,76.64,1,MCQ,2025-11-28T13:17:10.131821
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,59b0c3a15978,Music,Do you have perfect pitch?,Имаш ли абсолютен слух?,Имаш ли абсолютен слух?,True,103.41,1,MCQ,2025-11-28T13:17:36.906802
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,1602904be214,Fruits and Vegetables,The banana is yellow.,Бананът е жълт.,Бананът е жълт.,True,125.32,1,MCQ,2025-11-28T13:17:58.818575
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,9d0e638ea969,Vocabulary,today,днес,днес,True,136.14,1,MCQ,2025-11-28T13:18:09.636397
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,54df8590f65e,Emergencies & Health,Call an ambulance!,Извикайте линейка!,Извикайте линейка!,True,159.8,1,MCQ,2025-11-28T13:18:33.300622
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,72befa9e2843,Travel,I want to see the fortress.,Искам да видя крепостта.,Искам да видя крепостта.,True,171.78,1,MCQ,2025-11-28T13:18:45.284824
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,edc65cf63c24,Music,I love listening to jazz while working.,Обичам да слушам джаз докато работя.,Обичам да слушам джаз докато работя.,True,191.42,1,MCQ,2025-11-28T13:19:04.924537
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,bdb62761c2d6,Adjectives,good (feminine),добра,добра,True,201.35,1,MCQ,2025-11-28T13:19:14.855412
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,14719e77ea8d,Animals,bear,мечка,мечка,True,211.56,1,MCQ,2025-11-28T13:19:25.073794
local_user,074a9cbb-028c-4e59-83dd-3ef3f3981e31,92bd77a18fd4,Common Questions,Who?,Кой?,Кой?,True,219.55,1,MCQ,2025-11-28T13:19:33.056390
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,3bc71c216c4e,Music,I love old Bulgarian rock bands.,Обичам стари български рок групи.,Обичам стари български рок групи.,True,13.15,1,MCQ,2025-12-02T16:43:03.913834
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,4b80508b3cd5,Adjectives,small,малка,малка,True,25.4,1,MCQ,2025-12-02T16:43:16.170391
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,461b667eb251,Practical Needs,This is for me.,Това е за мен.,Това е за мен.,True,37.22,1,MCQ,2025-12-02T16:43:27.993408
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,aef4c5bfec6e,Greetings & Basics,Good night.,Лека нощ.,Лека нощ.,True,44.7,1,MCQ,2025-12-02T16:43:35.469703
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,5360cc921e03,Feminine,female friend,приятелка,приятелка,True,61.17,1,MCQ,2025-12-02T16:43:51.939692
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,2908b900a9b9,Body Part,cheek,буза,буза,True,10.06,1,MCQ,2025-12-02T16:52:16.519399
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,04eb45d60d7f,Pronouns,him,него,него,True,22.64,1,MCQ,2025-12-02T16:52:29.094196
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,3222709e7880,Practical Needs,Stay here.,Остани тук.,Остани тук.,True,33.63,1,MCQ,2025-12-02T16:52:40.088617
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,24d05fb4a6dd,Education,exam/test,изпит,изпит,True,43.61,1,MCQ,2025-12-02T16:52:50.066680
local_user,6841c413-bb5e-423a-8f39-c06467ebb237,594133d66829,Time & Dates,Twice a day.,Два пъти на ден.,Два пъти на ден.,True,52.77,1,MCQ,2025-12-02T16:52:59.229236
